r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,time
5,1,0,738324,51756,493500,0,0,0,0,9235,31816,46,47,3,5,0,0 2025-10-22
5,0,0,742100,51756,493512,0,0,0,0,9249,31688,45,46,3,6,0,0 2025-10-22
4,3,0,741848,51756,493500,0,0,0,0,9422,31611,46,46,3,6,0,0 2025-10-22
11,0,0,742360,51756,493532,0,0,0,0,9273,31465,47,44,3,6,0,0 2025-10-22
6,0,0,741576,51756,493500,0,0,0,0,9175,31752,46,47,3,5,0,0 2025-10-22
6,0,0,742072,51756,493536,0,0,0,0,9151,31629,47,44,3,6,0,0 2025-10-22
4,3,0,739524,51756,493500,0,0,0,0,9051,31680,47,45,3,5,0,0 2025-10-22
5,0,0,742400,51756,493456,0,0,0,0,9080,31646,48,44,3,5,0,0 2025-10-22
9,1,0,742928,51756,493488,0,0,0,0,9062,31361,46,45,3,6,0,0 2025-10-22
5,0,0,740528,51756,493420,0,0,0,0,9277,31799,47,44,3,5,0,0 2025-10-22
7,1,0,742184,51756,493504,0,0,0,0,9200,31445,47,45,3,5,0,0 2025-10-22
5,0,0,742780,51756,493456,0,0,0,0,9229,31363,46,46,3,5,0,0 2025-10-22
6,2,0,741832,51756,493504,0,0,0,0,9035,31375,52,40,3,6,0,0 2025-10-22
8,2,0,742376,51756,493484,0,0,0,0,9070,31318,46,46,2,6,0,0 2025-10-22
5,0,0,742264,51756,493504,0,0,0,0,9107,31903,47,45,3,5,0,0 2025-10-22
8,1,0,742184,51756,493572,0,0,0,0,9065,31346,45,47,2,5,0,0 2025-10-22
4,3,0,742184,51756,493504,0,0,0,0,9045,31079,48,44,3,6,0,0 2025-10-22
6,0,0,742216,51756,493452,0,0,0,0,9048,31207,47,45,3,5,0,0 2025-10-22
8,0,0,741376,51756,493420,0,0,0,0,9178,31368,49,43,3,5,0,0 2025-10-22
10,0,0,747288,51756,493480,0,0,0,0,9015,31216,47,45,3,5,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
7,0,0,740076,51756,493504,0,0,0,0,9156,31287,48,44,3,6,0,0 2025-10-22
5,1,0,741128,51764,493464,0,0,0,6,9177,31617,45,47,3,5,0,0 2025-10-22
5,0,0,741276,51764,493504,0,0,0,0,9126,31077,44,48,3,5,0,0 2025-10-22
8,0,0,742292,51764,493480,0,0,0,0,9217,31433,46,46,3,5,0,0 2025-10-22
5,2,0,742680,51764,493504,0,0,0,0,9183,31659,47,46,3,5,0,0 2025-10-22
6,0,0,742020,51764,493492,0,0,0,0,8963,30987,47,46,2,6,0,0 2025-10-22
8,0,0,741828,51764,493504,0,0,0,0,9198,31458,49,43,3,5,0,0 2025-10-22
8,0,0,741948,51764,493508,0,0,0,0,9241,31451,48,44,3,5,0,0 2025-10-22
2,0,0,741660,51764,493504,0,0,0,0,9263,31925,44,48,3,5,0,0 2025-10-22
10,0,0,741156,51764,493440,0,0,0,0,9379,31884,49,43,3,5,0,0 2025-10-22
4,2,0,740268,51764,493504,0,0,0,0,9137,31758,44,49,3,5,0,0 2025-10-22
5,1,0,742152,51764,493524,0,0,0,0,9098,31918,45,48,2,5,0,0 2025-10-22
6,1,0,740900,51764,493504,0,0,0,0,9091,31725,43,49,3,5,0,0 2025-10-22
10,0,0,741904,51764,493512,0,0,0,0,9457,32018,45,48,3,5,0,0 2025-10-22
5,0,0,742192,51764,493504,0,0,0,0,9305,31914,47,45,3,5,0,0 2025-10-22
3,3,0,742536,51764,493468,0,0,0,0,9240,31908,47,46,2,5,0,0 2025-10-22
7,0,0,740736,51764,493428,0,0,0,2,9323,32325,45,47,2,5,0,0 2025-10-22
8,0,0,741820,51764,493472,0,0,0,0,9250,31997,48,45,2,5,0,0 2025-10-22
8,1,0,740796,51764,493420,0,0,0,0,9139,31989,44,49,2,5,0,0 2025-10-22
10,2,0,742100,51764,493488,0,0,0,0,9178,31969,46,47,2,5,0,0 2025-10-22
6,1,0,740956,51764,493504,0,0,0,0,9281,32163,48,45,2,5,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
7,1,0,742068,51764,493456,0,0,0,0,9416,32139,46,48,2,5,0,0 2025-10-22
4,0,0,741388,51764,493504,0,0,0,0,9384,32432,45,49,2,5,0,0 2025-10-22
6,0,0,739928,51764,493468,0,0,0,0,9162,32461,48,45,2,5,0,0 2025-10-22
8,3,0,741628,51764,493420,0,0,0,0,9196,32735,47,46,2,5,0,0 2025-10-22
7,0,0,744668,51764,493472,0,0,0,0,9422,32697,49,45,2,4,0,0 2025-10-22
5,0,0,741504,51764,493512,0,0,0,0,9185,32512,44,50,2,4,0,0 2025-10-22
5,0,0,741924,51764,493468,0,0,0,0,9196,32591,48,46,2,4,0,0 2025-10-22
11,2,0,742012,51764,493520,0,0,0,0,9211,32150,45,48,2,5,0,0 2025-10-22
8,0,0,741504,51764,493472,0,0,0,0,9500,32882,45,49,2,4,0,0 2025-10-22
5,0,0,740496,51772,493496,0,0,0,6,9250,32554,48,46,2,4,0,0 2025-10-22
8,0,0,741504,51772,493548,0,0,0,0,9157,32617,48,47,1,4,0,0 2025-10-22
5,1,0,741972,51772,493504,0,0,0,0,9418,32826,50,44,2,4,0,0 2025-10-22
9,0,0,741844,51772,493484,0,0,0,0,9241,32731,48,46,1,4,0,0 2025-10-22
5,2,0,741272,51772,493504,0,0,0,0,9440,33045,46,48,2,4,0,0 2025-10-22
5,0,0,742280,51772,493472,0,0,0,0,9323,32880,48,46,1,4,0,0 2025-10-22
5,0,0,741848,51772,493488,0,0,0,0,9333,32742,46,49,1,4,0,0 2025-10-22
8,0,0,742084,51772,493488,0,0,0,0,9417,32962,49,45,1,4,0,0 2025-10-22
7,0,0,741224,51772,493504,0,0,0,0,9371,33040,48,47,1,4,0,0 2025-10-22
5,0,0,741800,51772,493500,0,0,0,0,9490,32785,50,45,2,4,0,0 2025-10-22
4,0,0,742364,51772,493504,0,0,0,0,9513,32950,52,43,1,4,0,0 2025-10-22
7,0,0,740916,51772,493484,0,0,0,0,9403,32871,49,45,2,4,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
4,3,0,740876,51772,493508,0,0,0,0,9394,32989,48,47,1,4,0,0 2025-10-22
4,2,0,741000,51772,493452,0,0,0,0,9578,33025,47,48,2,4,0,0 2025-10-22
8,0,0,741096,51772,493508,0,0,0,0,9518,33140,49,47,1,4,0,0 2025-10-22
7,1,0,742216,51772,493492,0,0,0,0,9456,33174,47,48,1,4,0,0 2025-10-22
7,0,0,741868,51772,493508,0,0,0,2,9383,33118,47,47,1,4,0,0 2025-10-22
3,0,0,742520,51772,493524,0,0,0,0,9258,32969,48,46,1,4,0,0 2025-10-22
1,5,0,741764,51772,493508,0,0,0,0,9352,33185,46,48,1,4,0,0 2025-10-22
7,0,0,742056,51772,493540,0,0,0,0,9355,33136,49,46,1,4,0,0 2025-10-22
3,3,0,741816,51772,493508,0,0,0,0,9344,32840,48,48,1,4,0,0 2025-10-22
9,0,0,741468,51772,493492,0,0,0,0,9397,32851,48,48,2,4,0,0 2025-10-22
7,0,0,740604,51772,493508,0,0,0,0,9362,33404,47,48,1,4,0,0 2025-10-22
7,0,0,740804,51772,493480,0,0,0,0,9165,33079,51,44,1,4,0,0 2025-10-22
0,0,0,740812,51772,493492,0,0,0,0,7296,25868,38,36,23,3,0,0 2025-10-22
0,0,0,740812,51772,493492,0,0,0,0,145,170,1,1,99,0,0,0 2025-10-22
0,0,0,740812,51772,493492,0,0,0,0,152,170,0,1,99,0,0,0 2025-10-22
0,0,0,740812,51780,493492,0,0,0,6,130,159,0,1,99,0,0,0 2025-10-22
0,0,0,740812,51780,493492,0,0,0,0,245,233,0,1,99,0,0,0 2025-10-22
0,0,0,740812,51780,493492,0,0,0,0,129,161,1,1,99,0,0,0 2025-10-22
0,0,0,741568,51780,493492,0,0,0,0,129,162,0,1,99,0,0,0 2025-10-22
0,0,0,742324,51788,493492,0,0,0,6,148,168,1,1,99,0,0,0 2025-10-22
0,0,0,742324,51788,493492,0,0,0,0,130,158,0,1,99,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
1,0,0,742828,51788,493492,0,0,0,0,125,158,0,1,99,0,0,0 2025-10-22
0,0,0,743332,51788,493492,0,0,0,0,124,160,0,1,99,0,0,0 2025-10-22
0,0,0,743836,51788,493492,0,0,0,0,127,159,0,1,99,0,0,0 2025-10-22
0,0,0,744340,51788,493492,0,0,0,0,137,161,0,1,99,0,0,0 2025-10-22
0,0,0,744844,51788,493492,0,0,0,0,142,156,1,1,99,0,0,0 2025-10-22
0,0,0,744844,51788,493492,0,0,0,0,151,172,1,1,99,0,0,0 2025-10-22
0,0,0,745096,51788,493492,0,0,0,0,137,167,0,1,99,0,0,0 2025-10-22
0,0,0,745348,51788,493492,0,0,0,8,131,152,0,1,99,0,0,0 2025-10-22
0,0,0,745348,51796,493492,0,0,0,6,145,164,0,1,99,0,0,0 2025-10-22
0,0,0,745348,51796,493492,0,0,0,4,142,164,0,1,99,0,0,0 2025-10-22
0,0,0,745600,51796,493492,0,0,0,0,244,222,1,1,98,0,0,0 2025-10-22
0,0,0,745600,51796,493492,0,0,0,0,132,158,1,1,99,0,0,0 2025-10-22
0,0,0,745852,51796,493492,0,0,0,0,130,164,0,1,99,0,0,0 2025-10-22
0,0,0,745852,51796,493492,0,0,0,0,132,153,1,1,99,0,0,0 2025-10-22
0,0,0,746104,51796,493492,0,0,0,0,115,152,0,1,99,0,0,0 2025-10-22
2,0,0,746104,51796,493492,0,0,0,0,132,172,1,1,99,0,0,0 2025-10-22
0,0,0,746356,51796,493492,0,0,0,0,153,171,0,1,99,0,0,0 2025-10-22
0,0,0,746356,51796,493492,0,0,0,0,138,161,1,1,99,0,0,0 2025-10-22
1,0,0,746356,51796,493492,0,0,0,0,125,159,0,1,99,0,0,0 2025-10-22
0,0,0,746356,51796,493492,0,0,0,0,129,157,0,1,99,0,0,0 2025-10-22
0,0,0,745852,51796,493492,0,0,0,0,128,154,0,1,99,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
1,0,0,745600,51796,493492,0,0,0,0,146,164,0,1,99,0,0,0 2025-10-22
0,0,0,745600,51796,493492,0,0,0,0,130,157,0,1,99,0,0,0 2025-10-22
0,0,0,745600,51796,493492,0,0,0,0,131,158,1,0,99,0,0,0 2025-10-22
0,0,0,746104,51796,493492,0,0,0,0,133,154,0,1,99,0,0,0 2025-10-22
0,0,0,746356,51796,493492,0,0,0,0,237,232,1,1,98,0,0,0 2025-10-22
0,0,0,746608,51796,493492,0,0,0,0,132,162,0,1,99,0,0,0 2025-10-22
0,0,0,746608,51796,493492,0,0,0,0,133,156,1,1,99,0,0,0 2025-10-22
0,0,0,746860,51804,493492,0,0,0,6,137,167,0,1,99,0,0,0 2025-10-22
0,0,0,746860,51804,493492,0,0,0,0,130,153,1,1,99,0,0,0 2025-10-22
0,0,0,749916,51804,493488,0,0,0,0,166,206,1,1,98,0,0,0 2025-10-22
0,0,0,749916,51804,493488,0,0,0,0,147,163,0,0,99,0,0,0 2025-10-22
0,0,0,750168,51804,493488,0,0,0,0,137,161,1,1,99,0,0,0 2025-10-22
1,0,0,750672,51804,493488,0,0,0,0,136,164,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51804,493488,0,0,0,0,128,150,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51804,493488,0,0,0,0,147,162,1,1,99,0,0,0 2025-10-22
0,0,0,750168,51804,493488,0,0,0,0,136,156,0,1,99,0,0,0 2025-10-22
0,0,0,750672,51804,493488,0,0,0,0,129,153,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51804,493488,0,0,0,0,141,157,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51804,493488,0,0,0,0,129,156,0,1,99,0,0,0 2025-10-22
0,0,0,750672,51804,493488,0,0,0,0,245,237,1,1,99,0,0,0 2025-10-22
0,0,0,750168,51804,493488,0,0,0,0,131,157,0,1,99,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
1,0,0,750168,51804,493488,0,0,0,0,123,154,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51804,493488,0,0,0,2,135,160,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51804,493488,0,0,0,0,136,162,1,1,99,0,0,0 2025-10-22
0,0,0,750420,51804,493488,0,0,0,0,149,192,1,1,99,0,0,0 2025-10-22
0,0,0,749664,51812,493616,0,0,0,16,181,196,1,1,98,0,0,0 2025-10-22
0,0,0,749664,51812,493616,0,0,0,0,134,165,0,1,99,0,0,0 2025-10-22
0,0,0,749916,51820,493616,0,0,0,74,139,171,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51820,493616,0,0,0,0,134,159,0,1,99,0,0,0 2025-10-22
1,0,0,750168,51820,493616,0,0,0,0,127,155,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51828,493616,0,0,0,6,130,151,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51828,493616,0,0,0,0,132,162,0,1,99,0,0,0 2025-10-22
1,0,0,750420,51828,493616,0,0,0,0,140,162,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51828,493616,0,0,0,0,131,158,1,0,99,0,0,0 2025-10-22
0,0,0,750420,51828,493616,0,0,0,0,137,160,1,1,98,0,0,0 2025-10-22
0,0,0,750168,51828,493616,0,0,0,0,234,227,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51828,493616,0,0,0,0,141,161,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51836,493616,0,0,0,6,141,167,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51836,493616,0,0,0,0,133,160,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51836,493616,0,0,0,0,128,156,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51836,493616,0,0,0,12,135,154,1,1,99,0,0,0 2025-10-22
0,0,0,750168,51836,493616,0,0,0,0,131,161,0,1,99,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
0,0,0,749916,51836,493616,0,0,0,0,138,158,1,1,99,0,0,0 2025-10-22
0,0,0,750168,51836,493616,0,0,0,0,136,163,0,1,99,0,0,0 2025-10-22
0,0,0,749916,51836,493616,0,0,0,0,136,159,1,1,99,0,0,0 2025-10-22
0,0,0,749916,51836,493616,0,0,0,0,126,155,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51836,493616,0,0,0,0,124,165,1,1,99,0,0,0 2025-10-22
0,0,0,750168,51836,493616,0,0,0,0,122,158,1,1,99,0,0,0 2025-10-22
0,0,0,750168,51836,493616,0,0,0,0,121,156,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51836,493616,0,0,0,0,127,156,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51836,493616,0,0,0,0,227,231,1,1,99,0,0,0 2025-10-22
0,0,0,750168,51836,493616,0,0,0,0,133,158,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51836,493616,0,0,0,0,127,159,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51836,493616,0,0,0,0,125,156,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51836,493616,0,0,0,0,132,171,1,1,99,0,0,0 2025-10-22
0,0,0,750168,51836,493616,0,0,0,0,134,160,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51836,493616,0,0,0,0,121,152,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51836,493616,0,0,0,0,134,157,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51836,493616,0,0,0,0,124,156,1,1,99,0,0,0 2025-10-22
0,0,0,750420,51836,493616,0,0,0,0,123,156,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51836,493616,0,0,0,0,125,156,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51836,493616,0,0,0,0,133,165,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51836,493616,0,0,0,0,121,151,0,1,99,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
1,0,0,750168,51836,493616,0,0,0,0,131,152,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51836,493620,0,0,0,0,146,167,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51836,493620,0,0,0,0,233,234,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51836,493620,0,0,0,0,128,154,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51844,493620,0,0,0,6,130,163,1,0,99,0,0,0 2025-10-22
0,0,0,749916,51844,493620,0,0,0,0,123,160,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51844,493620,0,0,0,0,131,169,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51844,493620,0,0,0,0,129,153,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51844,493620,0,0,0,0,120,152,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51844,493620,0,0,0,0,123,159,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51844,493620,0,0,0,0,128,167,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51844,493620,0,0,0,0,127,160,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51844,493620,0,0,0,0,127,156,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51844,493620,0,0,0,0,121,150,1,1,99,0,0,0 2025-10-22
0,0,0,749916,51844,493620,0,0,0,0,132,165,1,1,99,0,0,0 2025-10-22
0,0,0,750168,51844,493620,0,0,0,0,132,157,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51844,493620,0,0,0,0,137,166,0,1,99,0,0,0 2025-10-22
0,0,0,750672,51844,493620,0,0,0,0,219,226,0,1,99,0,0,0 2025-10-22
0,0,0,749916,51844,493620,0,0,0,0,125,157,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51844,493620,0,0,0,0,118,153,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51844,493620,0,0,0,2,129,157,1,0,99,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
1,0,0,750420,51844,493620,0,0,0,0,132,181,1,1,99,0,0,0 2025-10-22
0,0,0,750420,51844,493620,0,0,0,0,115,155,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51844,493620,0,0,0,0,122,153,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51844,493620,0,0,0,0,121,163,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51844,493620,0,0,0,0,110,147,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51844,493620,0,0,0,0,117,157,0,1,99,0,0,0 2025-10-22
0,0,0,750672,51844,493620,0,0,0,0,114,146,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51844,493620,0,0,0,0,135,167,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51844,493620,0,0,0,0,114,154,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51844,493620,0,0,0,0,128,164,0,1,99,0,0,0 2025-10-22
0,0,0,749916,51844,493620,0,0,0,0,134,157,1,1,99,0,0,0 2025-10-22
0,0,0,750168,51844,493620,0,0,0,0,227,228,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51844,493620,0,0,0,0,125,155,1,1,99,0,0,0 2025-10-22
0,0,0,749916,51844,493620,0,0,0,0,134,165,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51852,493620,0,0,0,6,126,157,0,1,99,0,0,0 2025-10-22
0,0,0,750672,51852,493620,0,0,0,0,137,156,0,1,99,0,0,0 2025-10-22
1,0,0,749664,51852,493620,0,0,0,0,126,161,0,1,99,0,0,0 2025-10-22
0,0,0,749916,51852,493620,0,0,0,0,122,157,1,1,99,0,0,0 2025-10-22
0,0,0,750420,51852,493620,0,0,0,0,135,161,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51852,493620,0,0,0,0,127,162,1,1,99,0,0,0 2025-10-22
0,0,0,750420,51852,493620,0,0,0,0,140,158,1,1,99,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
1,0,0,750672,51852,493620,0,0,0,0,130,159,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51852,493620,0,0,0,0,131,160,1,1,99,0,0,0 2025-10-22
0,0,0,750168,51852,493620,0,0,0,0,127,158,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51852,493620,0,0,0,0,123,154,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51852,493620,0,0,0,0,123,154,1,1,99,0,0,0 2025-10-22
0,0,0,750168,51852,493620,0,0,0,0,215,216,0,2,99,0,0,0 2025-10-22
0,0,0,750420,51852,493620,0,0,0,0,124,160,1,1,99,0,0,0 2025-10-22
0,0,0,750168,51852,493620,0,0,0,0,128,154,0,1,99,0,0,0 2025-10-22
0,0,0,749664,51852,493620,0,0,0,2,129,156,0,1,99,0,0,0 2025-10-22
0,0,0,749916,51852,493620,0,0,0,0,136,174,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51852,493620,0,0,0,0,129,156,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51852,493620,0,0,0,0,121,154,1,1,99,0,0,0 2025-10-22
0,0,0,749916,51852,493620,0,0,0,0,121,153,0,1,99,0,0,0 2025-10-22
0,0,0,749916,51852,493620,0,0,0,0,140,159,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51852,493620,0,0,0,0,130,155,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51852,493624,0,0,0,0,127,157,1,1,99,0,0,0 2025-10-22
0,0,0,750420,51852,493624,0,0,0,0,153,172,1,1,99,0,0,0 2025-10-22
0,0,0,750672,51852,493624,0,0,0,0,134,151,0,1,99,0,0,0 2025-10-22
0,0,0,749916,51852,493624,0,0,0,0,133,159,1,1,99,0,0,0 2025-10-22
0,0,0,750420,51852,493624,0,0,0,0,149,166,1,1,99,0,0,0 2025-10-22
0,0,0,749916,51852,493624,0,0,0,0,225,222,0,1,98,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
1,0,0,750672,51852,493624,0,0,0,0,133,155,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51852,493624,0,0,0,0,129,158,0,1,99,0,0,0 2025-10-22
1,0,0,750420,51860,493624,0,0,0,6,128,158,0,1,99,0,0,0 2025-10-22
0,0,0,749916,51860,493624,0,0,0,0,125,158,1,1,99,0,0,0 2025-10-22
0,0,0,750420,51860,493624,0,0,0,0,106,153,1,1,99,0,0,0 2025-10-22
0,0,0,749916,51860,493624,0,0,0,0,135,158,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51860,493624,0,0,0,0,126,154,1,1,99,0,0,0 2025-10-22
0,0,0,750168,51860,493624,0,0,0,0,128,159,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51860,493624,0,0,0,0,134,166,1,1,99,0,0,0 2025-10-22
0,0,0,750168,51860,493624,0,0,0,0,124,159,0,1,99,0,0,0 2025-10-22
0,0,0,749916,51868,493624,0,0,0,8,130,161,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51868,493624,0,0,0,0,123,155,0,1,99,0,0,0 2025-10-22
0,0,0,750420,51868,493624,0,0,0,0,125,156,0,1,99,0,0,0 2025-10-22
1,0,0,749916,51868,493624,0,0,0,0,138,162,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51868,493624,0,0,0,0,216,218,0,1,98,0,0,0 2025-10-22
0,0,0,750168,51868,493624,0,0,0,0,135,162,0,1,99,0,0,0 2025-10-22
0,0,0,749916,51868,493624,0,0,0,0,120,147,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51868,493624,0,0,0,2,137,155,1,1,99,0,0,0 2025-10-22
0,0,0,749916,51868,493624,0,0,0,0,125,168,1,1,99,0,0,0 2025-10-22
0,0,0,749916,51868,493624,0,0,0,0,147,174,0,1,99,0,0,0 2025-10-22
0,0,0,749916,51868,493624,0,0,0,0,128,157,0,1,99,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
1,0,0,750168,51868,493624,0,0,0,0,120,159,0,1,99,0,0,0 2025-10-22
0,0,0,749916,51876,493624,0,0,0,80,144,166,0,1,99,0,0,0 2025-10-22
0,0,0,750168,51876,493624,0,0,0,0,120,157,1,1,99,0,0,0 2025-10-22
0,0,0,749664,51876,493624,0,0,0,0,123,145,0,1,99,0,0,0 2025-10-22
0,0,0,749664,51876,493624,0,0,0,0,131,157,0,1,99,0,0,0 2025-10-22
1,0,0,750168,51876,493624,0,0,0,0,122,159,1,1,99,0,0,0 2025-10-22
0,0,0,749916,51876,493624,0,0,0,0,127,151,0,1,99,0,0,0 2025-10-22
0,0,0,744844,51876,493624,0,0,0,0,276,346,1,2,96,0,0,0 2025-10-22
0,0,0,745096,51876,493624,0,0,0,0,131,153,0,1,99,0,0,0 2025-10-22
1,0,0,745096,51876,493624,0,0,0,0,220,204,0,1,99,0,0,0 2025-10-22
1,0,0,745096,51888,493628,0,0,0,104,138,159,1,0,99,0,0,0 2025-10-22
1,0,0,745096,51896,493636,0,0,0,10,210,307,1,1,98,0,0,0 2025-10-22
2,0,0,744844,51896,493636,0,0,0,0,151,170,0,1,99,0,0,0 2025-10-22
3,0,0,744592,51896,493636,0,0,0,0,129,155,0,1,99,0,0,0 2025-10-22
1,0,0,744088,51904,493640,0,0,0,24,129,159,0,1,99,0,0,0 2025-10-22
1,0,0,743836,51904,493640,0,0,0,0,114,150,1,0,99,0,0,0 2025-10-22
0,0,0,743584,51904,493640,0,0,0,50,130,156,0,1,99,0,0,0 2025-10-22
0,0,0,743332,51904,493640,0,0,0,0,116,154,1,1,99,0,0,0 2025-10-22
0,0,0,743584,51904,493640,0,0,0,0,120,148,1,1,99,0,0,0 2025-10-22
0,0,0,744340,51904,493640,0,0,0,0,135,163,0,1,99,0,0,0 2025-10-22
0,0,0,743836,51904,493640,0,0,0,0,125,157,0,1,99,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
