r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,time
8,0,0,749284,52312,493740,0,0,0,0,9247,31317,44,48,3,5,0,0 2025-10-22
6,0,0,749340,52312,493640,0,0,0,0,9269,31084,47,45,3,6,0,0 2025-10-22
10,1,0,749668,52320,493660,0,0,0,6,9089,31310,49,44,2,5,0,0 2025-10-22
6,0,0,750628,52320,493656,0,0,0,0,9153,31152,46,47,3,5,0,0 2025-10-22
8,0,0,749824,52320,493708,0,0,0,0,9040,30936,46,46,2,5,0,0 2025-10-22
9,3,0,749852,52320,493724,0,0,0,0,9068,31327,46,46,2,5,0,0 2025-10-22
5,1,0,748868,52320,493708,0,0,0,0,9018,31349,45,47,3,5,0,0 2025-10-22
8,0,0,749804,52320,493708,0,0,0,0,9099,31244,46,46,3,6,0,0 2025-10-22
7,2,0,749504,52320,493712,0,0,0,0,9151,31162,45,48,2,5,0,0 2025-10-22
8,0,0,750284,52320,493724,0,0,0,0,9103,30979,44,48,2,5,0,0 2025-10-22
3,3,0,749688,52320,493740,0,0,0,0,9054,31117,48,45,2,5,0,0 2025-10-22
2,1,0,750268,52320,493724,0,0,0,0,9059,31303,47,45,2,6,0,0 2025-10-22
5,0,0,749660,52320,493692,0,0,0,0,8981,31150,45,48,3,5,0,0 2025-10-22
3,3,0,749808,52320,493724,0,0,0,0,9286,31321,48,44,3,5,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
6,0,0,749876,52320,493676,0,0,0,0,9397,31178,47,45,3,5,0,0 2025-10-22
11,0,0,750260,52320,493736,0,0,0,0,9269,31228,47,45,3,5,0,0 2025-10-22
6,0,0,749468,52320,493640,0,0,0,0,9096,31080,47,46,3,5,0,0 2025-10-22
6,0,0,749660,52320,493724,0,0,0,2,9095,31139,49,43,3,5,0,0 2025-10-22
7,1,0,749932,52320,493692,0,0,0,0,9199,31339,49,44,3,5,0,0 2025-10-22
6,2,0,748360,52320,493724,0,0,0,0,9268,31587,47,46,2,6,0,0 2025-10-22
5,0,0,749508,52320,493704,0,0,0,0,9217,31133,46,46,3,5,0,0 2025-10-22
7,0,0,749256,52320,493724,0,0,0,0,9298,31591,47,45,3,5,0,0 2025-10-22
5,0,0,748708,52320,493640,0,0,0,0,9250,31816,48,45,3,4,0,0 2025-10-22
6,0,0,749844,52320,493724,0,0,0,0,9081,31509,49,44,2,5,0,0 2025-10-22
7,0,0,750244,52320,493744,0,0,0,0,9179,31486,46,46,3,5,0,0 2025-10-22
7,0,0,750508,52320,493672,0,0,0,0,9204,30991,44,48,3,5,0,0 2025-10-22
7,2,0,749248,52320,493728,0,0,0,0,9298,31865,45,48,2,5,0,0 2025-10-22
10,0,0,749980,52320,493688,0,0,0,0,9182,31615,45,47,2,5,0,0 2025-10-22
6,0,0,749256,52320,493724,0,0,0,0,9169,31405,44,49,2,5,0,0 2025-10-22
6,0,0,750408,52320,493724,0,0,0,0,9235,31805,47,47,2,4,0,0 2025-10-22
10,0,0,748844,52320,493756,0,0,0,0,9329,31957,45,49,2,4,0,0 2025-10-22
6,2,0,749448,52320,493724,0,0,0,0,9275,31950,45,48,2,4,0,0 2025-10-22
8,1,0,749036,52328,493668,0,0,0,6,9151,32291,47,47,2,5,0,0 2025-10-22
4,1,0,750044,52328,493724,0,0,0,0,8564,29896,47,46,2,5,0,0 2025-10-22
8,0,0,749832,52328,493708,0,0,0,0,9204,31921,50,44,2,4,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
10,0,0,749204,52328,493724,0,0,0,0,9005,31240,50,43,2,5,0,0 2025-10-22
6,0,0,749464,52328,493760,0,0,0,0,9351,32211,47,46,2,4,0,0 2025-10-22
4,2,0,749664,52328,493724,0,0,0,0,9401,32618,49,45,2,5,0,0 2025-10-22
5,0,0,748152,52328,493704,0,0,0,0,9263,32195,49,45,2,4,0,0 2025-10-22
6,2,0,749660,52328,493724,0,0,0,0,9219,32416,47,47,2,5,0,0 2025-10-22
5,1,0,748856,52328,493752,0,0,0,0,9281,32701,46,48,2,4,0,0 2025-10-22
7,0,0,749832,52328,493640,0,0,0,0,9313,32323,46,48,2,4,0,0 2025-10-22
4,2,0,748340,52328,493704,0,0,0,0,9502,32689,46,48,2,4,0,0 2025-10-22
6,0,0,750356,52328,493708,0,0,0,0,9480,32613,49,45,2,4,0,0 2025-10-22
7,0,0,749540,52328,493676,0,0,0,0,9444,32703,51,43,2,4,0,0 2025-10-22
8,0,0,749928,52328,493640,0,0,0,0,9512,33120,50,44,2,4,0,0 2025-10-22
4,0,0,750436,52328,493724,0,0,0,0,9314,32566,46,48,1,4,0,0 2025-10-22
8,1,0,747932,52328,493724,0,0,0,0,9397,32532,45,49,2,4,0,0 2025-10-22
6,0,0,749080,52328,493716,0,0,0,2,9443,32883,48,47,2,4,0,0 2025-10-22
6,2,0,750648,52328,493708,0,0,0,0,8500,29230,48,46,2,4,0,0 2025-10-22
10,0,0,747792,52328,493692,0,0,0,0,8740,30518,48,47,2,4,0,0 2025-10-22
7,0,0,748880,52328,493724,0,0,0,0,9129,32004,46,48,2,4,0,0 2025-10-22
4,3,0,748112,52328,493720,0,0,0,0,9401,32876,46,49,2,4,0,0 2025-10-22
11,0,0,748868,52328,493724,0,0,0,0,9280,32603,49,45,2,4,0,0 2025-10-22
12,0,0,748876,52328,493792,0,0,0,0,9305,32919,47,47,2,5,0,0 2025-10-22
10,0,0,748444,52328,493728,0,0,0,0,9211,32824,48,47,2,4,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
7,0,0,748024,52328,493696,0,0,0,0,9375,32942,51,44,1,4,0,0 2025-10-22
12,0,0,749060,52328,493744,0,0,0,0,9317,32805,47,49,1,4,0,0 2025-10-22
7,1,0,746296,52328,493716,0,0,0,0,9294,32672,51,44,2,4,0,0 2025-10-22
10,0,0,744808,52328,493728,0,0,0,0,9445,33136,49,46,1,4,0,0 2025-10-22
5,0,0,749336,52328,493708,0,0,0,0,9560,33192,48,47,1,4,0,0 2025-10-22
2,2,0,747708,52328,493720,0,0,0,0,9316,32813,49,46,1,4,0,0 2025-10-22
9,0,0,747760,52336,493680,0,0,0,6,9418,33034,48,47,1,4,0,0 2025-10-22
6,2,0,749332,52336,493704,0,0,0,2,9266,32738,45,50,1,4,0,0 2025-10-22
7,0,0,748016,52336,493752,0,0,0,0,9392,32974,51,44,1,4,0,0 2025-10-22
5,0,0,748120,52336,493752,0,0,0,0,9403,33157,48,48,1,4,0,0 2025-10-22
8,0,0,748532,52336,493708,0,0,0,0,9175,32915,50,46,1,4,0,0 2025-10-22
8,1,0,748980,52336,493720,0,0,0,0,9378,33124,47,48,1,4,0,0 2025-10-22
5,0,0,747604,52336,493720,0,0,0,0,9462,32925,48,47,1,4,0,0 2025-10-22
8,0,0,749920,52336,493720,0,0,0,0,9272,33015,46,50,1,4,0,0 2025-10-22
5,1,0,747148,52336,493756,0,0,0,0,9333,32978,49,46,1,4,0,0 2025-10-22
3,4,0,748652,52336,493720,0,0,0,0,9429,33065,46,50,1,4,0,0 2025-10-22
8,0,0,748632,52336,493672,0,0,0,0,9294,33133,50,45,1,4,0,0 2025-10-22
7,0,0,749012,52336,493636,0,0,0,0,9542,33281,45,51,1,4,0,0 2025-10-22
8,0,0,747348,52336,493712,0,0,0,0,9440,33075,48,47,1,4,0,0 2025-10-22
8,0,0,746420,52344,493744,0,0,0,16,9277,32708,49,47,1,3,0,0 2025-10-22
10,0,0,747248,52344,493696,0,0,0,0,9441,33214,50,46,1,3,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
3,1,0,745184,52344,493744,0,0,0,4,9272,33054,47,48,1,4,0,0 2025-10-22
10,0,0,747820,52356,493736,0,0,0,36,9469,33259,45,50,1,4,0,0 2025-10-22
6,0,0,747376,52356,493732,0,0,0,0,9432,33290,51,45,1,4,0,0 2025-10-22
9,1,0,745760,52356,493680,0,0,0,0,9516,33288,46,49,1,4,0,0 2025-10-22
6,0,0,745608,52356,493732,0,0,0,0,9351,33230,50,45,1,4,0,0 2025-10-22
9,0,0,747228,52356,493680,0,0,0,0,9369,33124,51,44,1,4,0,0 2025-10-22
9,1,0,746808,52356,493732,0,0,0,0,9314,33325,49,46,1,4,0,0 2025-10-22
8,0,0,746516,52356,493760,0,0,0,0,9360,33316,47,49,1,4,0,0 2025-10-22
12,1,0,745552,52364,493712,0,0,0,10,9352,33161,49,47,1,3,0,0 2025-10-22
6,0,0,745392,52364,493740,0,0,0,0,9450,33441,49,47,1,3,0,0 2025-10-22
10,1,0,745312,52364,493740,0,0,0,110,9390,33246,48,48,1,3,0,0 2025-10-22
5,1,0,743356,52372,493700,0,0,0,26,9467,33430,47,48,1,4,0,0 2025-10-22
7,0,0,746128,52372,493740,0,0,0,0,9291,33149,50,46,1,4,0,0 2025-10-22
7,1,0,745372,52372,493692,0,0,0,0,9366,33046,50,46,1,3,0,0 2025-10-22
5,0,0,745372,52372,493740,0,0,0,0,9329,33324,47,48,1,4,0,0 2025-10-22
3,4,0,746456,52372,493704,0,0,0,0,9521,33343,45,51,1,3,0,0 2025-10-22
5,0,0,746912,52380,493740,0,0,0,54,9561,33257,46,49,1,4,0,0 2025-10-22
6,0,0,744644,52380,493732,0,0,0,0,9493,33434,49,46,1,4,0,0 2025-10-22
6,0,0,747240,52380,493740,0,0,0,0,9422,33144,50,45,1,3,0,0 2025-10-22
6,0,0,746504,52380,493788,0,0,0,0,9489,33279,47,49,1,3,0,0 2025-10-22
5,1,0,746740,52380,493724,0,0,0,0,9379,33138,51,45,1,4,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
7,1,0,745924,52380,493748,0,0,0,0,9355,33198,43,52,1,4,0,0 2025-10-22
5,0,0,745260,52380,493740,0,0,0,0,9447,33331,49,47,1,3,0,0 2025-10-22
7,0,0,746016,52380,493748,0,0,0,0,9395,33292,48,47,1,4,0,0 2025-10-22
5,0,0,744756,52380,493724,0,0,0,0,9224,33085,50,45,1,4,0,0 2025-10-22
11,0,0,746268,52404,493740,0,0,0,66,9411,33258,49,47,1,4,0,0 2025-10-22
8,0,0,744268,52404,493656,0,0,0,0,9446,33186,47,49,1,3,0,0 2025-10-22
10,0,0,746600,52404,493688,0,0,0,0,9308,33460,47,49,1,4,0,0 2025-10-22
6,0,0,745620,52404,493728,0,0,0,0,9617,33352,49,47,1,3,0,0 2025-10-22
4,2,0,745368,52404,493688,0,0,0,0,9449,33321,48,47,1,3,0,0 2025-10-22
7,0,0,745940,52404,493660,0,0,0,0,9446,33154,49,47,1,3,0,0 2025-10-22
7,0,0,745964,52404,493708,0,0,0,0,9551,33385,47,48,1,4,0,0 2025-10-22
7,2,0,746408,52404,493736,0,0,0,0,9422,33073,47,49,1,4,0,0 2025-10-22
7,0,0,745968,52404,493800,0,0,0,0,9593,33323,48,47,1,4,0,0 2025-10-22
4,0,0,744788,52404,493724,0,0,0,0,9109,31393,48,48,1,3,0,0 2025-10-22
8,1,0,739944,52404,493732,0,0,0,0,9502,32952,49,47,1,4,0,0 2025-10-22
7,0,0,743380,52404,493724,0,0,0,0,9135,32370,49,47,1,4,0,0 2025-10-22
5,0,0,742256,52412,493740,0,0,0,6,9161,33109,48,48,1,3,0,0 2025-10-22
7,1,0,741856,52412,493728,0,0,0,0,9021,32322,48,48,1,3,0,0 2025-10-22
10,0,0,743676,52412,493692,0,0,0,0,9257,33008,48,47,1,3,0,0 2025-10-22
8,0,0,742996,52412,493724,0,0,0,6,9411,32989,47,48,1,4,0,0 2025-10-22
8,0,0,742560,52412,493748,0,0,0,0,9284,32891,49,47,1,3,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
8,0,0,743664,52412,493696,0,0,0,0,9308,32936,51,45,1,4,0,0 2025-10-22
6,1,0,744576,52412,493680,0,0,0,0,9324,33231,50,46,1,3,0,0 2025-10-22
4,2,0,744412,52412,493764,0,0,0,0,9433,33212,49,47,1,4,0,0 2025-10-22
7,0,0,744432,52412,493668,0,0,0,0,9531,33352,48,47,1,4,0,0 2025-10-22
5,2,0,743168,52420,493772,0,0,0,6,9528,33534,45,50,1,4,0,0 2025-10-22
8,0,0,743920,52420,493696,0,0,0,0,9448,33291,49,47,1,3,0,0 2025-10-22
10,0,0,743752,52420,493732,0,0,0,0,9327,33093,47,48,1,3,0,0 2025-10-22
4,2,0,743964,52420,493752,0,0,0,0,9424,33232,48,47,1,4,0,0 2025-10-22
4,3,0,743352,52420,493796,0,0,0,4,9476,33221,51,44,1,4,0,0 2025-10-22
5,0,0,743204,52420,493748,0,0,0,0,9341,32399,48,48,1,3,0,0 2025-10-22
5,0,0,741848,52420,493672,0,0,0,0,9547,33366,48,48,1,3,0,0 2025-10-22
7,0,0,741892,52428,493764,0,0,0,12,9328,33034,51,45,1,4,0,0 2025-10-22
2,4,0,738828,52428,493752,0,0,0,0,9467,32914,48,48,1,3,0,0 2025-10-22
8,1,0,741516,52428,493748,0,0,0,0,9415,33045,48,48,1,3,0,0 2025-10-22
5,0,0,743296,52428,493700,0,0,0,0,9596,33224,51,44,1,4,0,0 2025-10-22
5,1,0,742384,52428,493748,0,0,0,0,9501,33244,48,47,1,3,0,0 2025-10-22
4,2,0,744244,52428,493744,0,0,0,0,9556,33353,50,46,1,3,0,0 2025-10-22
6,2,0,744964,52428,493748,0,0,0,0,9255,32581,49,48,1,3,0,0 2025-10-22
7,0,0,742048,52428,493692,0,0,0,0,9366,33139,48,47,1,3,0,0 2025-10-22
6,0,0,745156,52428,493764,0,0,0,10,9291,32977,47,49,1,4,0,0 2025-10-22
7,0,0,744116,52428,493744,0,0,0,0,9285,33330,45,51,1,3,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
8,0,0,743204,52428,493748,0,0,0,0,9443,33347,48,47,1,4,0,0 2025-10-22
11,0,0,744560,52428,493736,0,0,0,0,9333,33241,50,46,1,3,0,0 2025-10-22
7,0,0,742212,52428,493748,0,0,0,0,9330,33291,49,47,1,3,0,0 2025-10-22
8,0,0,744612,52428,493732,0,0,0,0,9475,33214,51,44,1,4,0,0 2025-10-22
7,0,0,744376,52428,493748,0,0,0,0,9357,33119,51,45,1,3,0,0 2025-10-22
7,0,0,743556,52428,493748,0,0,0,0,9489,32928,48,47,1,4,0,0 2025-10-22
8,0,0,742672,52428,493748,0,0,0,0,9697,33373,48,47,1,3,0,0 2025-10-22
5,0,0,742128,52428,493748,0,0,0,0,9504,33397,49,47,1,3,0,0 2025-10-22
6,0,0,742012,52428,493748,0,0,0,0,9638,33317,47,48,1,4,0,0 2025-10-22
7,0,0,744400,52428,493748,0,0,0,0,9490,33080,48,47,1,4,0,0 2025-10-22
9,1,0,744528,52428,493732,0,0,0,0,9351,33154,47,49,1,3,0,0 2025-10-22
7,0,0,744664,52428,493764,0,0,0,0,9477,33201,48,48,1,4,0,0 2025-10-22
6,0,0,743656,52428,493756,0,0,0,0,9384,33415,47,48,1,4,0,0 2025-10-22
7,0,0,743348,52436,493732,0,0,0,6,9423,33323,46,49,1,4,0,0 2025-10-22
6,0,0,744304,52436,493748,0,0,0,0,9329,33056,49,47,1,3,0,0 2025-10-22
5,1,0,742756,52436,493704,0,0,0,0,9412,33117,48,48,1,3,0,0 2025-10-22
4,2,0,743772,52436,493748,0,0,0,0,9396,33347,50,46,1,4,0,0 2025-10-22
3,3,0,745004,52436,493764,0,0,0,0,9559,33286,51,44,1,4,0,0 2025-10-22
9,0,0,744288,52436,493736,0,0,0,0,9512,33309,48,48,1,3,0,0 2025-10-22
5,0,0,744312,52436,493776,0,0,0,0,9527,33353,46,49,1,4,0,0 2025-10-22
7,0,0,744640,52436,493752,0,0,0,0,9436,33243,52,44,1,3,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
8,0,0,744516,52436,493684,0,0,0,0,9506,33357,48,47,1,3,0,0 2025-10-22
3,2,0,743352,52436,493768,0,0,0,0,9630,33233,45,50,1,4,0,0 2025-10-22
5,2,0,742324,52436,493748,0,0,0,0,9440,33162,51,45,1,4,0,0 2025-10-22
6,0,0,744420,52436,493752,0,0,0,0,9417,33276,48,48,1,3,0,0 2025-10-22
6,0,0,745368,52436,493744,0,0,0,0,9425,33307,45,50,1,4,0,0 2025-10-22
6,0,0,745500,52436,493736,0,0,0,0,9496,33159,52,43,1,4,0,0 2025-10-22
6,0,0,743688,52436,493712,0,0,0,0,9508,33418,49,46,1,3,0,0 2025-10-22
5,1,0,742996,52436,493752,0,0,0,2,9486,33290,49,46,1,4,0,0 2025-10-22
6,0,0,743948,52436,493780,0,0,0,0,9405,33265,49,47,1,4,0,0 2025-10-22
8,0,0,744336,52436,493768,0,0,0,0,9463,33127,48,48,1,3,0,0 2025-10-22
6,0,0,740696,52436,493748,0,0,0,0,9464,33234,48,48,1,4,0,0 2025-10-22
6,1,0,744532,52436,493752,0,0,0,0,9410,33132,50,45,1,3,0,0 2025-10-22
6,1,0,742744,52436,493688,0,0,0,0,9265,33207,46,49,1,4,0,0 2025-10-22
5,0,0,744004,52436,493760,0,0,0,0,9215,33063,49,46,1,4,0,0 2025-10-22
6,0,0,744392,52436,493752,0,0,0,0,9474,33233,51,45,1,3,0,0 2025-10-22
6,3,0,744140,52436,493752,0,0,0,0,9455,33387,53,43,1,4,0,0 2025-10-22
7,1,0,744824,52436,493704,0,0,0,0,9403,33283,49,46,1,4,0,0 2025-10-22
7,0,0,744140,52436,493752,0,0,0,0,9457,33106,48,48,1,4,0,0 2025-10-22
7,1,0,742688,52436,493732,0,0,0,0,9453,33124,47,48,1,4,0,0 2025-10-22
10,0,0,743080,52436,493752,0,0,0,0,9602,33305,47,49,1,3,0,0 2025-10-22
7,0,0,741784,52436,493720,0,0,0,0,9484,33265,48,47,1,4,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
7,0,0,749152,52436,493752,0,0,0,0,9624,33303,50,46,1,3,0,0 2025-10-22
6,0,0,748208,52444,493768,0,0,0,6,9489,33263,49,47,1,3,0,0 2025-10-22
6,0,0,743192,52444,493752,0,0,0,0,9376,33169,49,46,1,3,0,0 2025-10-22
7,0,0,744024,52444,493768,0,0,0,0,9310,33227,46,49,1,4,0,0 2025-10-22
8,0,0,744536,52444,493752,0,0,0,0,9544,33298,50,46,1,3,0,0 2025-10-22
5,0,0,741512,52444,493748,0,0,0,0,9312,33131,48,47,1,3,0,0 2025-10-22
8,0,0,741048,52444,493752,0,0,0,0,9373,33388,48,47,1,4,0,0 2025-10-22
5,0,0,749360,52444,493760,0,0,0,0,9458,33164,48,48,1,4,0,0 2025-10-22
7,0,0,746652,52444,493748,0,0,0,0,9459,33179,48,47,1,3,0,0 2025-10-22
3,1,0,744888,52444,493720,0,0,0,0,9482,33085,52,44,1,4,0,0 2025-10-22
7,0,0,747392,52444,493752,0,0,0,0,9371,33258,44,52,1,3,0,0 2025-10-22
10,0,0,743864,52444,493732,0,0,0,0,9437,33440,45,50,1,4,0,0 2025-10-22
10,0,0,745476,52444,493752,0,0,0,0,9339,33355,49,47,1,4,0,0 2025-10-22
7,0,0,748324,52444,493788,0,0,0,0,9577,33277,46,50,1,3,0,0 2025-10-22
7,0,0,745944,52444,493684,0,0,0,0,9527,32967,47,48,1,4,0,0 2025-10-22
